TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,Yield,ID,Source
46.96969697,478.15,8.0,0.0,8.0,0.0,46.96969697,3.3,19.886,0.0,0.0,0.0,25.74675651211908,3,Bioethanol production from hydrothermally pretreated Eucalyptus globulus wood.xlsx
48.48484848,483.15,8.0,0.0,8.0,0.0,48.48484848,3.3,19.886,0.0,0.0,0.0,36.0856884240169,3,Bioethanol production from hydrothermally pretreated Eucalyptus globulus wood.xlsx
51.51515152,493.15,8.0,0.0,8.0,0.0,51.51515152,3.3,19.886,0.0,0.0,0.0,23.81574977371015,3,Bioethanol production from hydrothermally pretreated Eucalyptus globulus wood.xlsx
54.54545455,503.15,8.0,0.0,8.0,0.0,54.54545455,3.3,19.886,0.0,0.0,0.0,20.55717590264508,3,Bioethanol production from hydrothermally pretreated Eucalyptus globulus wood.xlsx
57.57575758,513.15,8.0,0.0,8.0,0.0,57.57575758,3.3,19.886,0.0,0.0,0.0,3.8499446847028063,3,Bioethanol production from hydrothermally pretreated Eucalyptus globulus wood.xlsx
60.60606061,523.15,8.0,0.0,8.0,0.0,60.60606061,3.3,19.886,0.0,0.0,0.0,2.5626068590968525,3,Bioethanol production from hydrothermally pretreated Eucalyptus globulus wood.xlsx
50.0,443.15,4.0,0.2,0.509,50.0,0.0,0.0,18.84090909090909,5754.777839054121,8.657785717292553,497.65037987544576,76.02605548854042,4,Bioethanol production from oxalic acid-pretreated biomass and hemicellulose-rich hydrolysates via a combined detoxification process.xlsx
50.0,443.15,4.0,0.2,0.509,50.0,0.0,0.0,17.920454545454547,5754.777839054121,8.657785717292553,497.65037987544576,78.97121116043121,4,Bioethanol production from oxalic acid-pretreated biomass and hemicellulose-rich hydrolysates via a combined detoxification process.xlsx
10.0,438.15,20.0,0.20261576958534686,0.25,10.0,0.0,0.0,21.59090909090909,820.0495407736676,6.709364754010995,67.45516611012116,1.3084210526315787,5,Chemical and structural factors influencing enzymatic saccharification of wood from aspen birch and spruce.xlsx
10.0,438.15,20.0,0.20261576958534686,0.25,10.0,0.0,0.0,27.613636363636363,820.0495407736676,6.709364754010995,67.45516611012116,1.4123456790123456,5,Chemical and structural factors influencing enzymatic saccharification of wood from aspen birch and spruce.xlsx
90.0,403.15,5.0,0.6909197742860327,4.0,90.0,0.0,0.0,16.375,687.9443688366553,6.533707975415011,30.433402216167398,63.14503816793893,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
132.4,403.15,5.0,0.4052315391706937,4.0,132.4,0.0,0.0,16.375,1012.042604821924,6.919725948587653,44.770916149117376,68.73282442748092,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
60.0,403.15,5.0,0.20261576958534686,4.0,60.0,0.0,0.0,16.375,458.62957922443684,6.128242867306846,20.288934810778265,57.9236641221374,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
90.0,403.15,5.0,0.4052315391706937,4.0,90.0,0.0,0.0,16.375,687.9443688366553,6.533707975415011,30.433402216167398,70.68702290076335,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
90.0,403.15,5.0,0.4052315391706937,4.0,90.0,0.0,0.0,16.375,687.9443688366553,6.533707975415011,30.433402216167398,69.83206106870229,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
47.6,403.15,5.0,0.4052315391706937,4.0,47.6,0.0,0.0,16.375,363.8461328513866,5.89673106632212,16.095888283217423,67.45038167938931,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
120.0,403.15,5.0,0.20261576958534686,4.0,120.0,0.0,0.0,16.375,917.2591584488737,6.8213900478667915,40.57786962155653,65.22137404580153,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
60.0,403.15,5.0,0.6078473087560405,4.0,60.0,0.0,0.0,16.375,458.62957922443684,6.128242867306846,20.288934810778265,70.19847328244275,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
90.0,403.15,5.0,0.4052315391706937,4.0,90.0,0.0,0.0,16.375,687.9443688366553,6.533707975415011,30.433402216167398,68.97709923664122,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
90.0,403.15,5.0,0.4052315391706937,4.0,90.0,0.0,0.0,16.375,687.9443688366553,6.533707975415011,30.433402216167398,69.6793893129771,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
120.0,403.15,5.0,0.6078473087560405,4.0,120.0,0.0,0.0,16.375,917.2591584488737,6.8213900478667915,40.57786962155653,63.908396946564885,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
90.0,403.15,5.0,0.4052315391706937,4.0,90.0,0.0,0.0,16.375,687.9443688366553,6.533707975415011,30.433402216167398,68.70229007633588,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
90.0,403.15,5.0,0.11954330405535465,4.0,90.0,0.0,0.0,16.375,687.9443688366553,6.533707975415011,30.433402216167398,50.38167938931298,6,Combined acidalkaline-peroxide pretreatment of olive tree biomass for bioethanol production.xlsx
0.0,413.15,6.0,0.0,4.0,0.0,0.0,0.0,11.932,0.0,0.0,0.0,0.0,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
90.0,413.15,6.0,0.0,4.0,60.0,30.0,3.833333333,11.932,903.4393401153302,6.806208969001761,50.249889627948065,0.2514247401944351,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
150.0,413.15,6.0,0.0,4.0,120.0,30.0,3.833333333,11.932,1806.8786802306604,7.499356149561707,100.49977925589613,0.3519946362722092,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
180.0,413.15,6.0,0.0,4.0,150.0,30.0,3.833333333,11.932,2258.5983502883255,7.722499700875916,125.62472406987015,0.9051290646999665,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
100.0,433.15,6.0,0.0,4.0,60.0,40.0,3.375,11.932,3505.684848993066,8.162141172391593,271.84860065433196,13.878645658732818,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
160.0,433.15,6.0,0.0,4.0,120.0,40.0,3.375,11.932,7011.369697986132,8.855288352951538,543.6972013086639,33.74120013409319,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
190.0,433.15,6.0,0.0,4.0,150.0,40.0,3.375,11.932,8764.212122482666,9.078431904265747,679.6215016358299,42.591350988937315,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
90.0,413.15,8.0,0.0,4.0,60.0,30.0,3.833333333,11.932,903.4393401153302,6.806208969001761,50.249889627948065,0.2681863895407308,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
150.0,413.15,8.0,0.0,4.0,120.0,30.0,3.833333333,11.932,1806.8786802306604,7.499356149561707,100.49977925589613,0.5363727790814616,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
180.0,413.15,8.0,0.0,4.0,150.0,30.0,3.833333333,11.932,2258.5983502883255,7.722499700875916,125.62472406987015,0.9386523633925579,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
100.0,433.15,8.0,0.0,4.0,60.0,40.0,3.375,11.932,3505.684848993066,8.162141172391593,271.84860065433196,8.179684880992289,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
160.0,433.15,8.0,0.0,4.0,120.0,40.0,3.375,11.932,7011.369697986132,8.855288352951538,543.6972013086639,23.86858866912504,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
190.0,433.15,8.0,0.0,4.0,150.0,40.0,3.375,11.932,8764.212122482666,9.078431904265747,679.6215016358299,40.898424404961446,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
90.0,413.15,10.0,0.0,4.0,60.0,30.0,3.833333333,11.932,903.4393401153302,6.806208969001761,50.249889627948065,0.33523298692591347,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
150.0,413.15,10.0,0.0,4.0,120.0,30.0,3.833333333,11.932,1806.8786802306604,7.499356149561707,100.49977925589613,0.5866577271203487,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
180.0,413.15,10.0,0.0,4.0,150.0,30.0,3.833333333,11.932,2258.5983502883255,7.722499700875916,125.62472406987015,0.9218907140462621,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
100.0,433.15,10.0,0.0,4.0,60.0,40.0,3.375,11.932,3505.684848993066,8.162141172391593,271.84860065433196,6.70465973851827,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
160.0,433.15,10.0,0.0,4.0,120.0,40.0,3.375,11.932,7011.369697986132,8.855288352951538,543.6972013086639,22.712034864230638,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
190.0,433.15,10.0,0.0,4.0,150.0,40.0,3.375,11.932,8764.212122482666,9.078431904265747,679.6215016358299,37.546094535702316,7,Combined autohydrolysis and alkali pretreatments for cellulose enzymatic hydrolysis of Eucalyptus grandis wood.xlsx
81.0,393.15,5.0,0.02,3.0,51.0,30.0,3.166666667,16.93181818,197.8992051373617,5.287757836114157,6.649138532028847,0.0,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
127.0,393.15,5.0,0.02,3.0,97.0,30.0,3.166666667,16.93181818,376.39652741811926,5.930643181893213,12.646400737388202,0.0,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
87.0,413.15,5.0,0.02,3.0,57.0,30.0,3.833333333,16.93181818,858.2673731095637,6.754915674614211,47.73739514655066,1.7718120807271744,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
91.0,393.15,5.0,0.04,3.0,61.0,30.0,3.166666667,16.93181818,236.70297085056987,5.466806067563142,7.952891185367838,0.5906040269090582,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
86.0,413.15,5.0,0.04,3.0,56.0,30.0,3.833333333,16.93181818,843.2100507743081,6.7372160975148105,46.89989698608486,12.402684565090222,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
85.0,393.15,5.0,0.1,3.0,55.0,30.0,3.166666667,16.93181818,213.42071142264496,5.363265388622302,7.170639593364444,3.543624161454349,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
127.0,393.15,5.0,0.1,3.0,97.0,30.0,3.166666667,16.93181818,376.39652741811926,5.930643181893213,12.646400737388202,12.402684565090222,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
102.0,393.15,5.0,0.2,3.0,72.0,30.0,3.166666667,16.93181818,279.38711313509884,5.632598322405886,9.387019104040727,25.3959731570895,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
60.0,413.15,5.0,0.2,3.0,30.0,30.0,3.833333333,16.93181818,451.7196700576651,6.113061788441817,25.124944813974032,50.201342287269945,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
75.0,413.15,5.0,0.2,3.0,45.0,30.0,3.833333333,16.93181818,677.5795050864976,6.5185268965499805,37.687417220961045,70.28187920217792,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
101.0,413.15,5.0,0.2,3.0,71.0,30.0,3.833333333,16.93181818,1069.0698858031408,6.974544283820976,59.462369393071874,78.55033557890474,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
130.0,413.15,5.0,0.2,3.0,100.0,30.0,3.833333333,16.93181818,1505.7322335255503,7.317034592767753,83.74981604658011,79.73154363272286,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
99.0,433.15,5.0,0.2,3.0,69.0,30.0,4.5,16.93181818,4031.537576342026,8.30190311476675,312.6258907524817,70.28187920217792,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
98.0,393.15,5.0,0.02,3.0,68.0,30.0,3.166666667,16.93181818,263.8656068498156,5.575439908565937,8.865518042705132,0.0,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
134.0,393.15,5.0,0.02,3.0,104.0,30.0,3.166666667,16.93181818,403.559163417365,6.000323102531203,13.559027594725494,1.1812080538181164,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
99.0,413.15,5.0,0.02,3.0,69.0,30.0,3.833333333,16.93181818,1038.9552411326297,6.945970911376921,57.78737307214028,1.7718120807271744,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
74.0,413.15,5.0,0.02,3.0,44.0,30.0,3.833333333,16.93181818,662.5221827512421,6.496054040697922,36.849919060495246,0.0,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
66.0,393.15,5.0,0.1,3.0,36.0,30.0,3.166666667,16.93181818,139.69355656754942,4.93945114184594,4.693509552020363,5.906040269090582,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
97.0,393.15,5.0,0.1,3.0,67.0,30.0,3.166666667,16.93181818,259.9852302784948,5.560624822780796,8.735142777371232,19.48993288799892,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
70.0,413.15,5.0,0.1,3.0,40.0,30.0,3.833333333,16.93181818,602.2928934102201,6.400743860893598,33.49992641863204,60.83221477163299,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
100.0,413.15,5.0,0.1,3.0,70.0,30.0,3.833333333,16.93181818,1054.0125634678852,6.96035964882902,58.624871232606075,72.05369128290509,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
66.0,393.15,5.0,0.2,3.0,36.0,30.0,3.166666667,16.93181818,139.69355656754942,4.93945114184594,4.693509552020363,27.16778523781667,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
95.0,393.15,5.0,0.2,3.0,65.0,30.0,3.166666667,16.93181818,252.22447713585314,5.530319473285467,8.474392246703434,50.791946314179,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
65.0,413.15,5.0,0.2,3.0,35.0,30.0,3.833333333,16.93181818,527.0062817339426,6.267212468269075,29.312435616303038,77.36912752508663,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
80.0,413.15,5.0,0.2,3.0,50.0,30.0,3.833333333,16.93181818,752.8661167627752,6.623887412207807,41.874908023290054,74.41610739054133,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
59.0,423.15,5.0,0.0,3.0,29.0,30.0,4.166666667,16.93181818,860.1668124996608,6.75712633846105,57.62903592345852,0.0,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
30.0,423.15,5.0,0.0,3.0,0.0,30.0,4.166666667,16.93181818,0.0,0.0,0.0,0.5906040269090582,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
99.0,423.15,5.0,0.0,3.0,69.0,30.0,4.166666667,16.93181818,2046.6037952578135,7.623937013071836,137.11736133512542,0.5906040269090582,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
143.0,423.15,5.0,0.0,3.0,113.0,30.0,4.166666667,16.93181818,3351.6844762917817,8.117218327186917,224.55451928795904,3.543624161454349,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
37.0,443.15,5.0,0.0,3.0,7.0,30.0,4.833333333,16.93181818,805.6688974675769,6.69167286091972,69.67105318256242,0.0,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
48.0,443.15,5.0,0.0,3.0,18.0,30.0,4.833333333,16.93181818,2071.7200220594837,7.636134469760571,179.15413675516047,1.7718120807271744,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
90.0,443.15,5.0,0.0,3.0,60.0,30.0,4.833333333,16.93181818,6905.733406864945,8.840107274086508,597.1804558505349,22.44295302254421,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
50.0,473.15,5.0,0.0,3.0,20.0,30.0,5.833333333,16.93181818,17595.40892570337,9.775393290503143,1728.3756669978932,28.34899329163479,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
67.0,473.15,5.0,0.0,3.0,37.0,30.0,5.833333333,16.93181818,32551.50651255123,10.390578929593376,3197.494983946103,12.402684565090222,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
100.0,473.15,5.0,0.0,3.0,70.0,30.0,5.833333333,16.93181818,61583.93123996179,11.02815625899851,6049.314834492627,1.1812080538181164,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
85.0,413.15,5.0,0.02,3.0,55.0,30.0,3.833333333,16.93181818,828.1527284390527,6.719197592012132,46.06239882561906,0.0,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
133.0,413.15,5.0,0.02,3.0,103.0,30.0,3.833333333,16.93181818,1550.9042005313167,7.346593395009297,86.2623105279775,0.5906040269090582,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
86.0,443.15,5.0,0.02,3.0,56.0,30.0,4.833333333,16.93181818,6445.351179740615,8.771114402599556,557.3684254604993,12.402684565090222,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
133.0,443.15,5.0,0.02,3.0,103.0,30.0,4.833333333,16.93181818,11854.84234845149,9.380491700094042,1025.1597825434183,25.3959731570895,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
85.0,413.15,5.0,0.15,3.0,55.0,30.0,3.833333333,16.93181818,828.1527284390527,6.719197592012132,46.06239882561906,0.0,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
135.0,413.15,5.0,0.15,3.0,105.0,30.0,3.833333333,16.93181818,1581.0188452018278,7.365824756937184,87.93730684890912,1.1812080538181164,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
85.0,443.15,5.0,0.15,3.0,55.0,30.0,4.833333333,16.93181818,6330.255622959533,8.753095897096877,547.4154178629904,22.44295302254421,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
130.0,443.15,5.0,0.15,3.0,100.0,30.0,4.833333333,16.93181818,11509.555678108241,9.350932897852498,995.3007597508915,34.845637587634435,8,Comparative evaluation of autohydrolysis and acid-catalyzed hydrolysis of Eucalyptus globulus wood.xlsx
25.0,443.15,4.0,0.0,0.25,25.0,0.0,0.0,19.9,2877.3889195270604,7.964638536732608,248.82518993772288,0.18351758793969852,9,Comparative study on the yield and characterization of hemicelluloses isolated with hydrothermal extract and catalyzed by acetic acid from acacia wood.xlsx
30.0,443.15,4.0,0.0,0.25,30.0,0.0,0.0,19.9,3452.8667034324726,8.146960093526562,298.59022792526747,0.3294472361809046,9,Comparative study on the yield and characterization of hemicelluloses isolated with hydrothermal extract and catalyzed by acetic acid from acacia wood.xlsx
35.0,443.15,4.0,0.0,0.25,35.0,0.0,0.0,19.9,4028.344487337885,8.30111077335382,348.35526591281206,1.2944723618090455,9,Comparative study on the yield and characterization of hemicelluloses isolated with hydrothermal extract and catalyzed by acetic acid from acacia wood.xlsx
40.0,443.15,4.0,0.0,0.25,40.0,0.0,0.0,19.9,4603.822271243297,8.434642165978342,398.12030390035665,2.1889447236180906,9,Comparative study on the yield and characterization of hemicelluloses isolated with hydrothermal extract and catalyzed by acetic acid from acacia wood.xlsx
45.0,443.15,4.0,0.0,0.25,45.0,0.0,0.0,19.9,5179.300055148709,8.552425201634726,447.88534188790123,3.762814070351759,9,Comparative study on the yield and characterization of hemicelluloses isolated with hydrothermal extract and catalyzed by acetic acid from acacia wood.xlsx
50.0,443.15,4.0,0.0,0.25,50.0,0.0,0.0,19.9,5754.777839054121,8.657785717292553,497.65037987544576,4.406030150753769,9,Comparative study on the yield and characterization of hemicelluloses isolated with hydrothermal extract and catalyzed by acetic acid from acacia wood.xlsx
25.0,443.15,4.0,0.16652234729900753,0.25,25.0,0.0,0.0,19.9,2877.3889195270604,7.964638536732608,248.82518993772288,0.42211055276381915,9,Comparative study on the yield and characterization of hemicelluloses isolated with hydrothermal extract and catalyzed by acetic acid from acacia wood.xlsx
30.0,443.15,4.0,0.16652234729900753,0.25,30.0,0.0,0.0,19.9,3452.8667034324726,8.146960093526562,298.59022792526747,0.8020100502512564,9,Comparative study on the yield and characterization of hemicelluloses isolated with hydrothermal extract and catalyzed by acetic acid from acacia wood.xlsx
