,TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,logP,H,logH,Source,Acetyl,acetic,fenton,formic,malic,none,oxalic,phosphoric,sulfuric,acacia,aspen,basswood,beech,birch,carob,eucalyptus,maple,meranti,mixed,oak,olive,paulownia,pine,poplar,salix,vine,willow,Yield
10,10.0,398.15,12.0,0.067292693,0.9,0.0,10.0,10.0,19.34090909,0.0,0.0,0.0,0.0,0.0,0.0,optimizing_xylose_production_from_pinewood_sawdust_through_dilute_phosphoric_acid_hydrolysis.xlsx,2.8798531175060065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.4
11,79.94575903,418.15,8.0,0.0,5.0,59.94575903,20.0,6.0,16.70454545,1266.8484939999998,7.144287595,77.73482811,4.353303395,105.1629169,4.655510737,kinetics_of_the_hot_water_extraction_of_paulownia_elongata_woodchips.xlsx,4.144342105263163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.426293883
12,40.0,473.15,19.0,0.0,0.42,40.0,0.0,0.0,12.95454545,35190.81785,10.46854047,3456.7513340000005,8.148084506,6194.031224,8.731341401,Two_step_liquid_hot_water_pretreatment_of_Eucalyptus_grandis.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.30769231
13,54.70588235,423.15,6.0,0.0,22.5,40.0,14.70588235,8.5,20.0,1186.436983,7.078709963,79.48832541,4.375610161,110.651595,4.706386481,HydrothermalTreatmentOfEucalyptusWoodEffectsOnIonPermeabilityAndMaterialRemoving.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3204
14,0.0,393.15,15.0,0.0,0.59,0.0,0.0,7.0,16.03409,0.0,0.0,0.0,0.0,0.0,0.0,OptimizationofHydrothermalACS.xlsx,2.573478260869565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.355067859
15,85.74053371,408.15,8.0,0.30590394600000004,8.0,71.99053371,13.75,8.0,18.86363636,772.3331435,6.64941599,38.5242232,3.6512872180000002,49.11952993,3.894256714,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.18724971
16,60.0,398.15,14.0,0.810463078,0.5,59.03101852,0.9689814809999999,103.20114670000001,33.20454545,321.49381239999997,5.772978298,12.46897783,2.523243786,14.93936659,2.703999782,DesignOfProcessParametersForProudctionOfXylose.xlsx,3.080000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.16290212
17,8.0,473.15,1.53164557,0.101307885,6.0,7.5,0.5,350.0,17.04545455,6598.2783469999995,8.794564037,648.1408751,6.474108072999999,1161.380854,7.057364968,SteamPretreatmentOfH2SO4ImpregnatedSalixForTheProductionOfBioethanol.xlsx,2.899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.53753067
18,103.3161781,408.15,8.0,0.203935964,8.0,89.56617811,13.75,8.0,18.86363636,960.8892216,6.867859127999999,47.92946043,3.8697303560000003,61.11148703,4.1126998519999995,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.76941274
19,93.33569405,448.15,20.0,0.101958625,0.5,48.33569405,45.0,3.333333333,16.99431818,7808.093147,8.962916058,703.7067450000001,6.5563617139999995,1119.257304,7.020420623,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,3.6954545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.21881823
20,58.71869239,433.15,6.0,0.0,0.595,58.71869239,0.0,0.0,15.1,3430.8205049999997,8.140554726,266.04323930000004,5.583658849,391.3469229,5.969594438,modeling_xylan_solubilization_reaction_kinetics_and_mass_transfer.xlsx,4.2693251533742265,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.21971666
21,0.0,423.15,5.0,0.34065,3.0,0.0,0.0,3.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,EXTRACTION_OF_HEMICELLULOSES_ BY_ ACID.xlsx,3.5080000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,40.69047619,398.15,8.0,0.407871928,8.0,28.19047619,12.5,8.0,18.86363636,153.53053180000003,5.033899451,5.954605415,1.784164939,7.134348497,1.964920936,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.28194175
23,62.99082256,448.15,20.0,0.101958625,0.5,17.99082256,45.0,3.333333333,17.38636364,2906.2170530000003,7.9746075329999995,261.9236867,5.568053189,416.59398819999996,6.032112098,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,2.8798531175060065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.991199483
24,44.625,463.15,8.0,0.0,8.0,24.0,20.625,8.0,18.86363636,10718.73845,9.279748746000001,1040.988524,6.947926045,1781.2095359999998,7.485047927,MildAutohydrolysisAnEnvironmentallyFriendlyTechnologXyl.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.49012048
25,271.9037466,373.65,8.0,0.203935964,8.0,262.4662466,9.4375,8.0,18.86363636,271.51592539999996,5.604020795,4.606966945,1.527569711,4.673129822,1.541829045,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.00140305
26,60.56796008,408.15,8.0,0.407871928,8.0,46.81796008,13.75,8.0,18.86363636,502.2752356000001,6.219148248,25.05364874,3.221019475,31.944146999999997,3.4639889719999997,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.42712717
27,427.8648737,373.65,8.0,0.101967982,8.0,418.4273737,9.4375,8.0,18.86363636,432.85449850000003,6.07040164,7.344491356,1.9939505569999998,7.449969143,2.008209891,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.45425644
28,170.0,433.15,4.0,0.0,5.0,120.0,50.0,2.7,17.6,7011.369698,8.855288352999999,543.6972013,6.298392477,799.7731018999999,6.684328065,ExtractionOfXylansFromHardwoodChips.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.04545455
29,19.0,433.15,9.0,0.152937938,0.84,15.0,4.0,67.5,16.59090909,876.4212122000001,6.775846811,67.96215016,4.218950935,99.97163773,4.604886523,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.6954545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.35061088
30,165.71308430000002,398.15,8.0,0.101967982,8.0,153.21308430000002,12.5,8.0,18.86363636,834.4267103999999,6.726744915,32.36282549,3.477010403,38.77463901,3.657766399,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94467563
31,239.9772785,418.15,8.0,0.0,5.0,219.9772785,20.0,6.0,16.70454545,4648.834021,8.444371719,285.25614160000003,5.653387519,385.90640310000003,5.955594861,kinetics_of_the_hot_water_extraction_of_paulownia_elongata_woodchips.xlsx,4.144342105263163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.19952431
32,495.29,373.44,10.0,1.019586252,0.5,420.0,75.29,1.0,19.77272727,428.3393384,6.059915727999999,7.2063858839999995,1.974967561,7.298766421,1.98770535,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAtmostpheric.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.7816092
33,155.0,403.15,10.0,0.611751751,0.5,120.0,35.0,3.0,19.77272727,917.2591583999999,6.821390048,40.57786962,3.703222835,50.17271623,3.9154713780000003,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAutoclave.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.28735632
34,29.80488179,433.15,10.0,0.111074086,0.5,27.30488179,2.5,54.0,20.909000000000002,1595.37184,7.374862116,123.71323170000001,4.81796624,181.9809167,5.203901828,sugar_yields_from_dilute_oxalic_acid_pretreatment_of_maple_wood.xlsx,4.2693251533742265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.53729109
35,59.89571404,448.15,6.0,0.0,0.595,59.89571404,0.0,0.0,15.1,9675.485653,9.177350713,872.0060566999999,6.77079637,1386.940164,7.234855279,modeling_xylan_solubilization_reaction_kinetics_and_mass_transfer.xlsx,4.2693251533742265,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.45992424
36,34.0,433.15,9.0,0.152937938,0.84,30.0,4.0,67.5,16.59090909,1752.842424,7.468993992000001,135.9243003,4.912098116,199.9432755,5.298033704,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,3.6954545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96741947
37,29.71732212,398.15,8.0,0.30590394600000004,8.0,17.21732212,12.5,8.0,18.86363636,93.76871123,4.540831231,3.636772889,1.291096719,4.357300507,1.471852716,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.65576025
38,80.23044065,433.15,6.0,0.0,5.0,59.13669065,21.09375,6.4,14.72,3455.24334,8.147648165,267.93711,5.590752289,394.13278760000003,5.976687877000001,QuantitativeAnalysisofSugarsInWoodHydrolyzates.xlsx,3.6954545454545453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.11105933
39,13.26190476,398.15,8.0,0.407871928,8.0,0.761904762,12.5,8.0,18.86363636,4.149473832,1.422981539,0.16093528099999999,-1.826752973,0.19282023,-1.6459969769999998,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.95969566
40,364.0,425.15,6.0,0.0,5.0,360.0,4.0,31.75,15.1,12228.538990000001,9.41152776,846.2124124,6.740770407,1191.283011,7.082786166,ModelingXylanSolubilizationDuringAutohydrolysisOfSugarMaple.xlsx,4.2693251533742265,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84713692
41,88.60161414,408.15,8.0,0.203935964,8.0,74.85161414,13.75,8.0,18.86363636,803.0275575000001,6.688389032000001,40.05527035,3.6902602589999995,51.07166056,3.9332297560000002,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.45713588
42,10.59863546,513.15,40.0,0.0,0.425,5.372212693,5.226422764,41.13712375,20.9,71165.63273,11.17276529,5592.093959000001,8.629109086,11836.28307,9.37892493,DegradationKineticsOfTheMainCarbohydratesInBirchWoodDuringHotWaterExtractionInABatchReactor.xlsx,3.5080000000000005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45701301
43,45.45454545,473.15,8.0,0.0,8.0,0.0,45.45454545,3.3,19.886,0.0,0.0,0.0,0.0,0.0,0.0,Bioethanol_production_from_hydrothermally_pretreated_Eucalyptus_globulus_wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.98179624
44,210.0,433.15,4.76,0.0,5.0,32.8125,177.1875,0.761904762,21.59,1917.171402,7.558606151,148.6672035,5.001710274,218.6879575,5.387645862,HotWaterPretreatment.xlsx,3.6954545454545453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7876975180000003
45,54.41018362,398.15,8.0,0.101967982,8.0,41.91018362,12.5,8.0,18.86363636,228.2505884,5.4304440970000005,8.852585697,2.180709586,10.60648474,2.3614655819999997,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.03554374
46,115.40009609999998,408.15,8.0,0.30590394600000004,8.0,101.65009609999998,13.75,8.0,18.86363636,1090.528633,6.994417842000001,54.39591555,3.996289069,69.35640956,4.239258566,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.65034622
47,10.0,473.15,20.0,0.5,7.9,10.0,0.0,0.0,18.75,8797.704463,9.08224611,864.1878335000001,6.761790145,1548.507806,7.34504704,optimization_of_dilute_phosphoric_acid_steam_pretreatment_of_eucalyptus.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.93333333
48,25.29579946,493.15,40.0,0.0,0.425,20.55555556,4.740243902,41.13712375,20.9,70173.39068,11.15872447,6484.260322,8.77713303,12670.6915,9.44704685,DegradationKineticsOfTheMainCarbohydratesInBirchWoodDuringHotWaterExtractionInABatchReactor.xlsx,3.5080000000000005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.20688951
49,15.0,366.0439898,4.0,0.0,3.0,0.0,15.0,3.09376802,19.9,0.0,0.0,0.0,0.0,0.0,0.0,BalancingTheEffectOfPretreatmentSeverityOnHemicelluloseExtractionAndPulpingPerformanceDuringAutohydrolysis.xlsx,2.8798531175060065,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.20221898
50,26.54647193,413.15,10.0,0.137136588,0.5,24.54647193,2.0,57.5,20.909000000000002,369.60414,5.912432541,20.55762508,3.023231922,27.00923364,3.296178794,sugar_yields_from_dilute_oxalic_acid_pretreatment_of_maple_wood.xlsx,4.2693251533742265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.57100514
51,360.0,433.15,4.76,0.0,5.0,182.8125,177.1875,0.761904762,21.59,10681.38352,9.276257648,828.2887051,6.719361771,1218.404335,7.105297359,HotWaterPretreatment.xlsx,3.6954545454545453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.57074359
52,180.0,363.15,10.0,0.20261577,0.5125,175.0,5.0,13.0,16.3,88.83847847,4.486819872,0.95437867,-0.046694757999999996,0.8952356290000001,-0.11066832300000001,MonomericCarbohydratesProductionFromOliveTreePruningBiomassModeling.xlsx,3.2760638297872338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.84662577
53,8.033333333,443.15,5.0,0.0815669,0.38,7.7,0.333333,7.25,22.38636364,886.2357872000001,6.786983041,76.6381585,4.339095105,118.83078940000001,4.777700544,prehydrolysis_of_hardwoods_with_dilute_sulfuric_acid.xlsx,3.6954545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.75126904
54,55.0,423.15,10.0,0.0,0.177,45.0,10.0,12.5,12.16,1334.741606,7.196492997999999,89.42436609,4.493393196,124.48304440000001,4.824169517,hydrothermal_treatment_of_eucalyptus_sawdust_for_a_forest_biorefinery.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0296052630000005
55,90.0,413.15,10.0,0.0,4.0,60.0,30.0,3.833333333,11.932,903.4393401000001,6.806208969,50.24988963,3.91700835,66.01983466,4.189955222,combined_autohydrolysis_and_alkali_pretreatments_for_cellulose_enzymatic_hydrolysis_of_eucalyptus_grandis_wood.xlsx,2.128411428571427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7713711030000003
